ID,epoch_val_accuracy,MAX_NODES,WINDOW_SIZE,Name,Owner,Created,Running Time,Hostname,BATCH_NORM,FIRST_CONV_ACTIVATION,CONV_TYPE,LAYERS,MASTER_NODE,PMI,POOLING,PRETRAINED,PRETRAINED_EMB,BATCH_SIZE,EMB_SIZE,DROPOUT_RATE,EPOCH,FIRST_CONV_SIZE,L2_RATE,LR_FIRST_UPDATE,LR,LR_UPDATE_PER,MAX_TF,MIN_TF,MODEL_PARAMS,NUM_CLASSES,VOCAB_SIZE,emb_size,max_nodes,num_classes,vocab_size,epoch_loss,epoch_accuracy,epoch_val_loss,IS_DIRECTED,Tags,State
VKR-184,0.6141479015350342,143.0,3.0,ohsumed,vmalperovich,2021-02-23 20:18:55,73.592,821618be44a9,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_6', 'Pooling', 'Dropout', 'Dense']",False,False,GlobalSum,True,FastText,32.0,64.0,0.55,100.0,300.0,0.01,5.0,0.001,3.0,1000.0,5.0,453003.0,23.0,6670.0,,,,,0.8635188341140747,0.8699105978012085,1.7713017463684082,,[],SUCCEEDED
VKR-183,0.5649270415306091,143.0,3.0,ohsumed,vmalperovich,2021-02-23 20:15:49,90.514,821618be44a9,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_5', 'Pooling', 'Dropout', 'Dense']",False,False,GlobalSum,True,FastText,32.0,64.0,0.55,100.0,300.0,0.1,5.0,0.001,3.0,1000.0,5.0,453003.0,23.0,6670.0,,,,,1.6008812189102173,0.7629923820495605,2.2879838943481445,,[],SUCCEEDED
VKR-182,0.5446450710296631,143.0,3.0,ohsumed,vmalperovich,2021-02-23 19:50:46,125.062,821618be44a9,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_4', 'Pooling', 'Dropout', 'Dense']",False,False,GlobalSum,True,GLoVe,32.0,200.0,0.55,100.0,300.0,0.1,5.0,0.001,3.0,1000.0,5.0,1400723.0,23.0,6669.0,,,,,1.952309250831604,0.6272757649421692,2.2763607501983643,,[],SUCCEEDED
VKR-181,0.6351718902587891,143.0,3.0,ohsumed,vmalperovich,2021-02-23 19:43:00,125.649,821618be44a9,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_2', 'Pooling', 'Dropout', 'Dense']",False,False,GlobalSum,False,GLoVe,32.0,200.0,0.55,100.0,300.0,0.05,5.0,0.001,6.0,1000.0,5.0,1400723.0,23.0,6669.0,,,,,0.31963545083999634,0.9860973358154297,1.6037063598632812,,[],SUCCEEDED
VKR-180,0.6386346817016602,143.0,3.0,ohsumed,vmalperovich,2021-02-23 18:36:02,177.509,821618be44a9,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv', 'Pooling', 'Dropout', 'Dense']",False,False,GlobalSum,False,GLoVe,32.0,300.0,0.55,100.0,300.0,0.05,5.0,0.001,10.0,1000.0,5.0,2097623.0,23.0,6669.0,,,,,0.21691066026687622,0.9966898560523987,1.5511828660964966,,[],SUCCEEDED
VKR-139,0.6326984763145447,182.0,3.0,ohsumed,vmalperovich,2021-02-17 03:49:55,241.584,2b01eed65726,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_3', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,False,FastText,32.0,200.0,0.5,100.0,300.0,0.01,10.0,0.001,20.0,,,1770123.0,23.0,8516.0,,,,,0.0746312364935875,0.9996689558029175,1.6502114534378052,,[],SUCCEEDED
VKR-138,0.6458075642585754,182.0,3.0,ohsumed,vmalperovich,2021-02-17 03:43:21,261.476,2b01eed65726,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_2', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,False,FastText,32.0,200.0,0.55,100.0,300.0,0.05,10.0,0.001,10.0,,,1770123.0,23.0,8516.0,,,,,0.12887534499168396,0.9986759424209595,1.6486577987670898,,[],SUCCEEDED
VKR-137,0.6319564580917358,182.0,3.0,ohsumed,vmalperovich,2021-02-17 03:28:28,201.32,2b01eed65726,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_1', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,True,FastText,32.0,64.0,0.55,100.0,300.0,0.05,10.0,0.001,10.0,,,571147.0,23.0,8516.0,,,,,0.4010680615901947,0.9900695085525513,1.85550856590271,,[],SUCCEEDED
VKR-136,0.5810042023658752,182.0,3.0,ohsumed,vmalperovich,2021-02-17 03:26:19,108.467,2b01eed65726,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,True,FastText,32.0,64.0,0.1,50.0,300.0,0.05,10.0,0.001,15.0,,,571147.0,23.0,8516.0,,,,,0.2737382650375366,0.9993379712104797,1.9526867866516113,,[],SUCCEEDED
VKR-135,0.5790254473686218,182.0,3.0,ohsumed,vmalperovich,2021-02-17 03:18:10,230.036,2b01eed65726,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_14', 'MaxPool', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,True,FastText,32.0,64.0,0.1,50.0,300.0,0.05,10.0,0.001,15.0,,,546519.0,23.0,8516.0,,,,,0.877590000629425,0.9632571935653687,2.978247880935669,,[],SUCCEEDED
VKR-134,0.5963393449783325,182.0,3.0,ohsumed,vmalperovich,2021-02-17 03:11:12,230.219,2b01eed65726,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_13', 'MaxPool', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,True,FastText,32.0,64.0,0.55,50.0,300.0,0.05,10.0,0.001,15.0,,,546519.0,23.0,8516.0,,,,,1.6022257804870605,0.672624945640564,1.8773102760314941,,[],SUCCEEDED
VKR-133,0.6089537739753723,182.0,3.0,ohsumed,vmalperovich,2021-02-17 03:06:47,230.902,2b01eed65726,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_12', 'MaxPool', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,True,FastText,32.0,64.0,0.5,50.0,300.0,1.0E-4,10.0,0.001,15.0,,,546519.0,23.0,8516.0,,,,,1.2205219268798828,0.7461105585098267,1.6868256330490112,,[],SUCCEEDED
VKR-132,0.61043781042099,182.0,3.0,ohsumed,vmalperovich,2021-02-17 02:55:25,361.42,2b01eed65726,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_11', 'MaxPool', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalMax,True,GLoVe,32.0,200.0,0.5,50.0,300.0,1.0E-4,10.0,0.01,15.0,,,1707623.0,23.0,8515.0,,,,,0.9204353094100952,0.8070175647735596,2.5197317600250244,,[],SUCCEEDED
VKR-131,0.6240415573120117,182.0,3.0,ohsumed,vmalperovich,2021-02-17 02:45:29,273.547,2b01eed65726,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_10', 'MaxPool', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,True,GLoVe,32.0,200.0,0.5,50.0,300.0,1.0E-4,10.0,0.01,20.0,,,1707623.0,23.0,8515.0,,,,,7.754246234893799,0.8632903099060059,19.167646408081055,,[],SUCCEEDED
VKR-130,0.44422459602355957,182.0,3.0,ohsumed,vmalperovich,2021-02-17 02:25:23,1163.192,2b01eed65726,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_9', 'MaxPool', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,True,GLoVe,64.0,200.0,0.55,100.0,300.0,0.01,10.0,0.001,15.0,,,1707623.0,23.0,8515.0,,,,,23.771865844726562,0.31909963488578796,10.516640663146973,,[],SUCCEEDED
VKR-129,0.6420974731445312,182.0,3.0,ohsumed,vmalperovich,2021-02-17 02:09:29,748.689,2b01eed65726,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_8', 'MaxPool', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,False,GLoVe,64.0,300.0,0.55,100.0,300.0,0.01,10.0,0.001,15.0,,,2561423.0,23.0,8515.0,,,,,0.42359796166419983,0.9668983817100525,2.218672752380371,,[],SUCCEEDED
VKR-128,0.6621320843696594,182.0,3.0,ohsumed,vmalperovich,2021-02-17 01:39:51,1580.975,2b01eed65726,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_7', 'MaxPool', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,False,GLoVe,32.0,300.0,0.55,100.0,300.0,0.05,5.0,0.01,15.0,,,2561423.0,23.0,8515.0,,,,,0.06269017606973648,0.9963588118553162,1.4864938259124756,,[],SUCCEEDED
VKR-127,0.6356666088104248,182.0,3.0,ohsumed,vmalperovich,2021-02-17 01:34:04,175.69,2b01eed65726,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_6', 'MaxPool', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,False,GLoVe,32.0,200.0,0.55,100.0,300.0,1.0E-4,5.0,0.01,15.0,,,1707623.0,23.0,8515.0,,,,,0.5186512470245361,0.9420721530914307,3.4904773235321045,,[],SUCCEEDED
VKR-126,0.6240415573120117,182.0,3.0,ohsumed,vmalperovich,2021-02-17 01:28:47,168.485,2b01eed65726,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_5', 'MaxPool', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,False,GLoVe,32.0,200.0,0.55,100.0,300.0,0.001,100.0,0.01,15.0,,,1707623.0,23.0,8515.0,,,,,0.5616925954818726,0.9390929937362671,3.195492744445801,,[],SUCCEEDED
VKR-125,0.6416027545928955,182.0,3.0,ohsumed,vmalperovich,2021-02-17 01:19:00,374.152,2b01eed65726,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_4', 'MaxPool', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,False,GLoVe,32.0,200.0,0.5,100.0,300.0,1.0E-4,100.0,0.001,15.0,,,1707623.0,23.0,8515.0,,,,,0.13599450886249542,0.9685534834861755,1.7731655836105347,,[],SUCCEEDED
VKR-124,0.6591640114784241,182.0,3.0,ohsumed,vmalperovich,2021-02-17 00:54:50,1230.157,2b01eed65726,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_3', 'MaxPool', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,False,GLoVe,32.0,200.0,0.5,100.0,300.0,0.01,100.0,0.001,15.0,,,1707623.0,23.0,8515.0,,,,,0.06217692419886589,0.9947037696838379,1.5151962041854858,,[],SUCCEEDED
VKR-123,0.6423447728157043,182.0,3.0,ohsumed,vmalperovich,2021-02-17 00:46:26,374.119,2b01eed65726,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_2', 'MaxPool', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,False,GLoVe,32.0,200.0,0.5,100.0,300.0,0.001,5.0,0.001,15.0,,,1707623.0,23.0,8515.0,,,,,0.18847908079624176,0.9632571935653687,1.7902069091796875,,[],SUCCEEDED
VKR-122,0.648033618927002,182.0,3.0,ohsumed,vmalperovich,2021-02-17 00:33:41,595.624,2b01eed65726,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_1', 'MaxPool', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,False,GLoVe,32.0,200.0,0.5,100.0,300.0,1.0E-4,15.0,0.001,20.0,,,1707623.0,23.0,8515.0,,,,,0.052533455193042755,0.9870903491973877,1.7760775089263916,,[],SUCCEEDED
VKR-121,0.5310413241386414,182.0,3.0,ohsumed,vmalperovich,2021-02-15 10:45:45,1233.58,0909c3c5f146,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_12', 'global_max_pool_12', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,True,GLoVe,32.0,200.0,0.5,100.0,300.0,1.0E-4,15.0,0.001,20.0,,,1707623.0,23.0,8515.0,,,,,1.5202553272247314,0.5574313402175903,1.8128889799118042,,[],SUCCEEDED
VKR-120,0.4437299072742462,182.0,3.0,ohsumed,vmalperovich,2021-02-15 10:28:17,923.867,0909c3c5f146,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_11', 'global_max_pool_11', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,True,GLoVe,32.0,200.0,0.5,100.0,300.0,1.0E-4,10.0,0.001,10.0,,,1707623.0,23.0,8515.0,,,,,2.193085193634033,0.385302871465683,2.252802610397339,,[],SUCCEEDED
VKR-119,0.37051695585250854,182.0,3.0,ohsumed,vmalperovich,2021-02-15 10:14:49,746.177,0909c3c5f146,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_9', 'global_max_pool_9', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,True,GLoVe,32.0,200.0,0.55,100.0,300.0,0.05,5.0,0.001,5.0,,,1707623.0,23.0,8515.0,,,,,3.994502067565918,0.23138034343719482,3.188396453857422,,[],SUCCEEDED
VKR-118,0.5911452174186707,182.0,3.0,ohsumed,vmalperovich,2021-02-15 10:04:24,545.878,0909c3c5f146,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_8', 'global_max_pool_8', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,False,GLoVe,32.0,200.0,0.5,100.0,300.0,0.001,5.0,0.001,5.0,,,1707623.0,23.0,8515.0,,,,,0.5900698304176331,0.9291625022888184,1.5721372365951538,,[],SUCCEEDED
VKR-117,0.6200841069221497,182.0,3.0,ohsumed,vmalperovich,2021-02-15 09:43:51,776.418,0909c3c5f146,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_7', 'global_max_pool_7', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,False,GLoVe,32.0,200.0,0.55,100.0,300.0,0.001,5.0,0.001,5.0,,,1707623.0,23.0,8515.0,,,,,0.7110400795936584,0.8967229127883911,1.5903654098510742,,[],SUCCEEDED
VKR-116,0.28691565990448,182.0,3.0,ohsumed,vmalperovich,2021-02-15 09:41:36,7328.391,0909c3c5f146,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_6', 'global_max_pool_6', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,True,GLoVe,32.0,200.0,0.55,100.0,300.0,0.001,5.0,0.001,5.0,,,1707623.0,23.0,8515.0,,,,,7.710496425628662,0.16782522201538086,4.082086086273193,,[],SUCCEEDED
VKR-115,0.37150630354881287,182.0,3.0,ohsumed,vmalperovich,2021-02-15 09:31:39,497.387,0909c3c5f146,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_4', 'global_max_pool_4', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,True,GLoVe,32.0,200.0,0.55,100.0,300.0,0.01,5.0,0.001,5.0,,,1707623.0,23.0,8515.0,,,,,4.440155506134033,0.23138034343719482,3.0247812271118164,,[],SUCCEEDED
VKR-114,0.2495671510696411,182.0,3.0,ohsumed,vmalperovich,2021-02-15 09:29:06,144.115,0909c3c5f146,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_2', 'global_max_pool_2', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,True,GLoVe,32.0,200.0,0.55,100.0,300.0,-1.0,5.0,0.001,5.0,,,1707623.0,23.0,8515.0,,,,,-998.7723388671875,0.1671631932258606,-1141.232421875,,[],SUCCEEDED
VKR-113,0.6005441546440125,182.0,3.0,ohsumed,vmalperovich,2021-02-15 09:14:18,632.656,0909c3c5f146,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda_1', 'global_max_pool_1', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,False,GLoVe,32.0,200.0,0.5,100.0,300.0,0.01,5.0,0.001,5.0,,,1707623.0,23.0,8515.0,,,,,1.1059880256652832,0.8795101046562195,1.9398435354232788,,[],SUCCEEDED
VKR-112,0.6334404945373535,182.0,3.0,ohsumed,vmalperovich,2021-02-15 09:03:07,605.966,0909c3c5f146,False,relu,MPNN,"['Nodes_input', 'Embeddings', 'Adj_input', 'Reshape', 'lambda', 'global_max_pool', 'Pooling', 'Dropout', 'Dense']",False,True,GlobalSum,False,GLoVe,32.0,200.0,0.5,100.0,300.0,0.001,10.0,0.001,5.0,,,1707623.0,23.0,8515.0,,,,,0.417226105928421,0.9619331359863281,1.4662740230560303,,[],SUCCEEDED
VKR-90,0.6611427068710327,197.0,3.0,ohsumed,vmalperovich,2021-02-15 00:50:55,166.764,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_38', 'Pooling', 'Dropout', 'Dense']",False,,GlobalSum,False,GLoVe,32.0,200.0,0.55,100.0,300.0,0.1,3.0,0.01,4.0,,,1774123.0,23.0,8536.0,,,,,0.153668612241745,0.9980139136314392,1.4294874668121338,,[],SUCCEEDED
VKR-89,0.6467969417572021,197.0,3.0,ohsumed,vmalperovich,2021-02-15 00:44:30,158.012,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_37', 'Pooling', 'Dropout', 'Dense']",False,,GlobalSum,False,GLoVe,32.0,200.0,0.55,100.0,300.0,0.05,3.0,0.001,3.0,,,1774123.0,23.0,8536.0,,,,,0.6551893353462219,0.9556438326835632,1.808488130569458,,[],SUCCEEDED
VKR-88,0.6623794436454773,197.0,3.0,ohsumed,vmalperovich,2021-02-15 00:40:57,156.884,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_36', 'Pooling', 'Dropout', 'Dense']",False,,GlobalSum,False,GLoVe,32.0,200.0,0.55,100.0,300.0,0.05,3.0,0.01,3.0,,,1774123.0,23.0,8536.0,,,,,0.14442357420921326,0.9976828694343567,1.4814709424972534,,[],SUCCEEDED
VKR-87,0.6240415573120117,197.0,3.0,ohsumed,vmalperovich,2021-02-15 00:35:41,59.97,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_35', 'Pooling', 'Dropout', 'Dense']",False,,GlobalSum,False,GLoVe,32.0,200.0,0.55,100.0,300.0,0.05,5.0,0.01,15.0,,,1774123.0,23.0,8536.0,,,,,0.3688627779483795,0.9745117425918579,2.549539089202881,,[],SUCCEEDED
VKR-86,0.6579272747039795,197.0,3.0,ohsumed,vmalperovich,2021-02-15 00:25:31,149.467,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_34', 'Pooling', 'Dropout', 'Dense']",False,,GlobalSum,False,GLoVe,32.0,200.0,0.5,100.0,300.0,0.05,5.0,0.01,5.0,,,1774123.0,23.0,8536.0,,,,,0.10418623685836792,0.9990069270133972,1.4374243021011353,,[],SUCCEEDED
VKR-85,0.46054908633232117,197.0,3.0,ohsumed,vmalperovich,2021-02-15 00:18:21,148.015,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_33', 'Pooling', 'Dropout', 'Dense']",False,,GlobalSum,False,GLoVe,32.0,200.0,0.5,100.0,300.0,0.05,5.0,1.0E-4,5.0,,,1774123.0,23.0,8536.0,,,,,3.0799264907836914,0.5504799485206604,3.400444269180298,,[],SUCCEEDED
VKR-84,0.2765273451805115,197.0,3.0,ohsumed,vmalperovich,2021-02-15 00:14:56,131.346,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_32', 'Pooling', 'Dropout', 'Dense']",False,,GlobalAvg,False,GLoVe,32.0,200.0,0.5,100.0,300.0,0.05,5.0,0.001,5.0,,,1774123.0,23.0,8536.0,,,,,2.4714674949645996,0.2883151173591614,2.6120448112487793,,[],SUCCEEDED
VKR-83,0.3927776515483856,197.0,3.0,ohsumed,vmalperovich,2021-02-15 00:12:14,76.78,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_31', 'Pooling', 'Dropout', 'Dense']",False,,GlobalMax,False,GLoVe,32.0,200.0,0.5,100.0,300.0,0.05,5.0,0.001,5.0,,,1774123.0,23.0,8536.0,,,,,1.670161247253418,0.6272757649421692,2.545454740524292,,[],SUCCEEDED
VKR-82,0.6636161208152771,197.0,3.0,ohsumed,vmalperovich,2021-02-15 00:04:49,213.874,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_30', 'Pooling', 'Dropout', 'Dense']",False,,GlobalSum,False,GLoVe,32.0,200.0,0.5,100.0,300.0,0.05,5.0,0.001,5.0,,,1774123.0,23.0,8536.0,,,,,0.3697894513607025,0.98675936460495,1.5641335248947144,,[],SUCCEEDED
VKR-81,0.6448181867599487,197.0,3.0,ohsumed,vmalperovich,2021-02-15 00:02:38,58.373,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_29', 'Pooling', 'Dropout', 'Dense']",False,,GlobalSum,False,GLoVe,32.0,200.0,0.5,100.0,300.0,1.0E-4,5.0,0.001,5.0,,,1774123.0,23.0,8536.0,,,,,0.06714339554309845,0.9980139136314392,1.4074147939682007,,[],SUCCEEDED
VKR-80,0.6428394913673401,197.0,3.0,ohsumed,vmalperovich,2021-02-14 23:58:36,58.258,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_28', 'Pooling', 'Dropout', 'Dense']",False,,GlobalSum,False,GLoVe,32.0,200.0,0.5,100.0,300.0,1.0E-4,5.0,0.001,10.0,,,1774123.0,23.0,8536.0,,,,,0.060767125338315964,0.997351884841919,1.4648337364196777,,[],SUCCEEDED
VKR-79,0.6631214618682861,197.0,3.0,ohsumed,vmalperovich,2021-02-14 23:55:31,140.845,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_26', 'Pooling', 'Dropout', 'Dense']",False,,GlobalSum,False,GLoVe,32.0,200.0,0.6,100.0,300.0,0.01,5.0,0.001,10.0,,,1774123.0,23.0,8536.0,,,,,0.19230514764785767,0.9980139136314392,1.5171194076538086,,[],SUCCEEDED
VKR-78,0.6611427068710327,197.0,3.0,ohsumed,vmalperovich,2021-02-14 23:52:05,152.266,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_25', 'Pooling', 'Dropout', 'Dense']",False,,GlobalSum,False,GLoVe,32.0,200.0,0.6,100.0,300.0,0.1,15.0,0.001,15.0,,,1774123.0,23.0,8536.0,,,,,0.23882243037223816,0.9947037696838379,1.5434738397598267,,[],SUCCEEDED
VKR-77,0.6510017514228821,197.0,3.0,ohsumed,vmalperovich,2021-02-14 23:45:29,209.89,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_22', 'Pooling', 'Dropout', 'Dense']",False,,GlobalSum,,GLoVe,32.0,200.0,0.6,100.0,300.0,0.1,15.0,0.001,15.0,,,1774123.0,23.0,8536.0,,,,,0.4021192789077759,0.9520026445388794,1.5850266218185425,,[],SUCCEEDED
VKR-76,0.6460549235343933,197.0,3.0,ohsumed,vmalperovich,2021-02-14 23:40:54,201.234,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_21', 'Pooling', 'Dropout', 'Dense']",False,,GlobalSum,,GLoVe,32.0,200.0,0.6,100.0,300.0,0.1,15.0,0.001,10.0,,,1774123.0,23.0,8536.0,,,,,0.5829329490661621,0.9106256365776062,1.5664136409759521,,[],SUCCEEDED
VKR-75,0.6356666088104248,197.0,3.0,ohsumed,vmalperovich,2021-02-14 23:37:20,185.136,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_20', 'Pooling', 'Dropout', 'Dense']",False,,GlobalSum,,GLoVe,32.0,200.0,0.6,100.0,300.0,0.01,15.0,0.001,10.0,,,1774123.0,23.0,8536.0,,,,,0.43784618377685547,0.9457133412361145,1.6789844036102295,,[],SUCCEEDED
VKR-74,0.6356666088104248,197.0,3.0,ohsumed,vmalperovich,2021-02-14 23:30:33,158.484,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_19', 'Pooling', 'Dropout', 'Dense']",False,,GlobalSum,,GLoVe,32.0,200.0,0.6,100.0,300.0,0.01,15.0,0.001,10.0,,,1774123.0,23.0,8536.0,,,,,0.4361158013343811,0.9467064142227173,1.6741361618041992,,[],SUCCEEDED
VKR-73,0.6304724216461182,197.0,3.0,ohsumed,vmalperovich,2021-02-14 23:28:23,58.336,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_18', 'Pooling', 'Dropout', 'Dense']",False,,GlobalSum,,GLoVe,32.0,200.0,0.55,100.0,300.0,0.05,15.0,0.01,10.0,,,1774123.0,23.0,8536.0,,,,,0.35404935479164124,0.9688844680786133,2.1604228019714355,,[],SUCCEEDED
VKR-72,0.6453129053115845,197.0,3.0,ohsumed,vmalperovich,2021-02-14 23:24:16,152.436,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_17', 'Pooling', 'Dropout', 'Dense']",False,,GlobalSum,,GLoVe,32.0,200.0,0.55,100.0,300.0,0.05,15.0,0.001,10.0,,,1774123.0,23.0,8536.0,,,,,0.49440115690231323,0.9351208209991455,1.6186150312423706,,[],SUCCEEDED
VKR-71,0.6178580522537231,197.0,3.0,ohsumed,vmalperovich,2021-02-14 23:18:39,186.584,00a2382fb07d,False,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'Adj_input', 'gcn_conv_16', 'Pooling', 'Dropout', 'Dense']",False,,GlobalSum,,GLoVe,32.0,200.0,0.55,100.0,300.0,0.01,5.0,0.001,10.0,,,1774123.0,23.0,8536.0,,,,,0.5752841830253601,0.915259838104248,1.6924563646316528,,[],SUCCEEDED
VKR-70,0.5708632469177246,197.0,3.0,ohsumed,vmalperovich,2021-02-14 23:10:26,145.786,00a2382fb07d,True,relu,GCN,"['Nodes_input', 'Embeddings', 'Reshape', 'BatchNorm', 'Adj_input', 'gcn_conv_15', 'Pooling', 'Dropout', 'Dense']",False,,GlobalSum,,GLoVe,32.0,200.0,0.55,100.0,300.0,0.01,5.0,0.001,10.0,,,1774923.0,23.0,8536.0,,,,,0.8475281000137329,0.8404501676559448,2.030102014541626,,[],SUCCEEDED
